id;displayid;value
189629;209;Doodad_OrcSmallFoundryPit01
189845;199;Doodad_FirewoodPile17
189846;199;Doodad_FirewoodPile18
189901;199;Doodad_FirewoodPile13
189902;199;Doodad_FirewoodPile14
189928;199;Doodad_FirewoodPile11
189929;199;Doodad_FirewoodPile12
189984;0;Squire Percy
190033;5811;Alystros the Verdant Keeper Spell Focus
190154;327;Town Entrance Loc
190155;327;Town Center Loc
190202;5811;Bronze Dragonshrine Sands Spell Focus
190224;2770;Scourge Mummy Fire
190364;327;Generic Troll Statue Spell Focus
190499;5932;Finklestein's Cauldron
190501;2770;Mistwhisper Shrine Spell Focus
190545;5932;Fallen Log
190642;6701;Scourge Anvil
190648;6701;Scourge Anvil
190649;6701;Scourge Anvil
190650;209;Scourge Forge
190651;6701;Scourge Anvil
190652;209;Scourge Forge
190708;2770;Landing Pad Focus
190739;327;Quetz'lun's Corpse Spell Focus
190781;5811;Great Lightning Stone Spell Focus
190782;5811;Altar of Kartak Spell Focus
190916;327;Warlord Zol'Maz Spell Focus
191122;0;Top of the Suntouched Pillar
191124;327;Convocation Summoning Circle Spell Focus
191141;2770;Sholazar Pillar Focus
191192;2770;Glimmering Crystal Focus
191233;2770;Polished Crystal Spell Focus
191522;5811;Uzo Deathcaller Spell Focus
191823;2770;Magmawyrm Resurrection Chamber Spell Focus
192011;327;Thane Ufrang the Mighty's Spell Focus
192165;327;Northern Ice Spike Spell Focus
192462;327;Icy Crater Spell Focus
192535;1807;Broodmother's Nest
192540;2770;K3 Landing Focus
192560;2770;Thane Illskar's Spell Focus
193004;5932;Malykriss Furnace
193090;5932;Sanctum of Reanimation Slab
193387;327;Dalaran Fountain Spell Focus
193580;5932;Mord'rethar Plague Cauldron
193788;7841;Cultist's Cauldron
193947;5932;Alumeth's Summoning Stone
193993;2770;Corpse of the Fallen Worg Spell Focus
194241;5932;Drak'Mar Offering Ring
194291;6665;Tournament Stables
194425;5932;Black Knight's Gryphon
195328;5932;Tualiq Monuments
195329;5932;Mistcaller's Cave
195330;5932;Deck of the Bor's Fury
201590;5932;Forgemaster's Anvil
201796;5932;Sunwell Spell Focus
60972;39;Wooden Chair
60973;39;Wooden Chair
60974;39;Wooden Chair
60975;39;Wooden Chair
60976;39;Wooden Chair
60977;39;Wooden Chair
60978;39;Wooden Chair
60979;39;Wooden Chair
60980;39;Wooden Chair
60981;39;Wooden Chair
60982;39;Wooden Chair
60983;39;Wooden Chair
60984;39;Wooden Chair
60985;39;Wooden Chair
60986;39;Wooden Chair
60987;39;Wooden Chair
60988;39;Wooden Chair
60989;39;Wooden Chair
60990;39;Wooden Chair
60991;39;Wooden Chair
60992;39;Wooden Chair
60993;39;Wooden Chair
60994;39;Wooden Chair
60995;39;Wooden Chair
60996;39;Wooden Chair
60997;39;Wooden Chair
60998;39;Wooden Chair
60999;39;Wooden Chair
61000;39;Wooden Chair
61001;39;Wooden Chair
61002;39;Wooden Chair
61003;39;Wooden Chair
61004;39;Wooden Chair
61005;39;Wooden Chair
61006;39;Wooden Chair
61007;39;Wooden Chair
61008;39;Wooden Chair
61009;39;Wooden Chair
61010;39;Wooden Chair
61011;39;Wooden Chair
61012;39;Wooden Chair
61013;39;Wooden Chair
61014;39;Wooden Chair
61015;39;Wooden Chair
61016;39;Wooden Chair
61017;39;Wooden Chair
61018;39;Wooden Chair
61019;39;Wooden Chair
61020;39;Wooden Chair
61021;39;Wooden Chair
61022;39;Wooden Chair
61023;39;Wooden Chair
61024;39;Wooden Chair
61025;39;Wooden Chair
61026;39;Wooden Chair
61027;138;Mechanic Stool
61028;138;Mechanic Stool
61029;138;Mechanic Stool
61030;138;Mechanic Stool
61031;138;Mechanic Stool
61032;138;Mechanic Stool
61033;138;Mechanic Stool
61034;138;Mechanic Stool
64855;758;Kodo Fossil
67239;32;Graznab's Barrel
69420;761;War Horn Shaker - Big
103573;1108;Cut Woodpile
111208;39;Wooden Chair
111209;39;Wooden Chair
111210;39;Wooden Chair
111211;39;Wooden Chair
111213;39;Wooden Chair
111214;39;Wooden Chair
111218;39;Wooden Chair
111219;39;Wooden Chair
111263;39;Wooden Chair
111264;39;Wooden Chair
111267;39;Wooden Chair
111270;39;Wooden Chair
111272;39;Wooden Chair
111273;39;Wooden Chair
111274;39;Wooden Chair
111275;39;Wooden Chair
111276;39;Wooden Chair
111277;39;Wooden Chair
111278;39;Wooden Chair
111279;39;Wooden Chair
111952;91;Wooden Chair
111953;91;Wooden Chair
111954;91;Wooden Chair
111955;91;Wooden Chair
111956;91;Wooden Chair
111960;91;Wooden Chair
111961;91;Wooden Chair
111962;91;Wooden Chair
111963;91;Wooden Chair
111966;39;Wooden Chair
111967;39;Wooden Chair
111970;91;Wooden Chair
111971;91;Wooden Chair
111975;91;Wooden Chair
111980;91;Wooden Chair
111982;91;Wooden Chair
111983;91;Wooden Chair
111984;91;Wooden Chair
112001;91;Wooden Chair
112003;91;Wooden Chair
112004;91;Wooden Chair
112005;91;Wooden Chair
112006;91;Wooden Chair
112008;91;Wooden Chair
112010;91;Wooden Chair
112011;91;Wooden Chair
112013;91;Wooden Chair
112021;91;Wooden Chair
112022;91;Wooden Chair
112025;91;Wooden Chair
112031;91;Wooden Chair
112032;91;Wooden Chair
112034;91;Wooden Chair
112038;91;Wooden Chair
112075;91;Wooden Chair
112076;91;Wooden Chair
112080;91;Wooden Chair
112081;91;Wooden Chair
112101;91;Wooden Chair
112102;91;Wooden Chair
112103;91;Wooden Chair
112105;91;Wooden Chair
112108;91;Wooden Chair
112109;91;Wooden Chair
112110;91;Wooden Chair
112111;91;Wooden Chair
112116;39;Wooden Chair
112117;39;Wooden Chair
112119;91;Wooden Chair
112121;91;Wooden Chair
112125;91;Wooden Chair
112126;91;Wooden Chair
112130;91;Wooden Chair
112131;91;Wooden Chair
112134;91;Wooden Chair
112135;91;Wooden Chair
112151;91;Wooden Chair
112152;91;Wooden Chair
112155;91;Wooden Chair
112156;91;Wooden Chair
112157;91;Wooden Chair
112158;91;Wooden Chair
112159;91;Wooden Chair
112161;91;Wooden Chair
112162;91;Wooden Chair
112165;39;Wooden Chair
112169;91;Wooden Chair
112170;91;Wooden Chair
112171;91;Wooden Chair
112172;91;Wooden Chair
112174;39;Wooden Chair
112175;91;Wooden Chair
112176;91;Wooden Chair
112180;91;Wooden Chair
112242;39;Wooden Chair
112243;39;Wooden Chair
112244;39;Wooden Chair
112245;39;Wooden Chair
112247;39;Wooden Chair
112248;39;Wooden Chair
112250;39;Wooden Chair
112251;91;Wooden Chair
112253;91;Wooden Chair
112254;91;Wooden Chair
112255;91;Wooden Chair
112256;91;Wooden Chair
112257;91;Wooden Chair
112258;91;Wooden Chair
112259;91;Wooden Chair
112262;91;Wooden Chair
112263;91;Wooden Chair
112265;39;Wooden Chair
112266;39;Wooden Chair
112269;91;Wooden Chair
112271;91;Wooden Chair
112272;91;Wooden Chair
112273;39;Wooden Chair
112274;39;Wooden Chair
112275;91;Wooden Chair
112278;39;Wooden Chair
112280;91;Wooden Chair
112281;91;Wooden Chair
112282;91;Wooden Chair
112292;39;Wooden Chair
112293;39;Wooden Chair
112294;39;Wooden Chair
112295;39;Wooden Chair
112296;39;Wooden Chair
112299;39;Wooden Chair
112300;39;Wooden Chair
112313;91;Wooden Chair
112323;39;Wooden Chair
112324;39;Wooden Chair
112326;91;Wooden Chair
112328;39;Wooden Chair
112330;91;Wooden Chair
112331;91;Wooden Chair
112332;91;Wooden Chair
113530;1369;Test Uldaman Map
113532;1370;Test Door
132834;333;Test Guild Bank
136924;987;Bench
138494;603;
138495;603;
138605;380;Wooden Chair
138606;380;Wooden Chair
138607;380;Wooden Chair
138608;380;Wooden Chair
138609;380;Wooden Chair
138610;380;Wooden Chair
138611;380;Wooden Chair
138612;380;Wooden Chair
138613;380;Wooden Chair
140371;987;Bench
140907;1727;Stormwind Mailbox
141075;327;Zul'Farrak Cage Opener
142011;327;Ziggurat Top
142012;327;Ziggurat Top
142032;327;Ziggurat Base
142033;327;Ziggurat Base
142074;1327;Bly's Escape Portal
142080;327;Spawn Controller
142203;327;Guard Post
143198;91;Chair
143219;92;Chair
143220;91;Chair
143231;2047;Transpolyporter
147818;39;Wooden Chair
147819;39;Wooden Chair
147820;39;Wooden Chair
147822;39;Wooden Chair
148502;7516;Test Object
148518;91;Wooden Chair
148520;91;Wooden Chair
148521;91;Wooden Chair
148522;91;Wooden Chair
148524;91;Wooden Chair
148525;91;Wooden Chair
148526;91;Wooden Chair
148527;91;Wooden Chair
148530;91;Wooden Chair
148531;91;Wooden Chair
148533;91;Wooden Chair
148534;91;Wooden Chair
148537;91;Wooden Chair
148539;91;Wooden Chair
148542;91;Wooden Chair
148543;91;Wooden Chair
148546;91;Wooden Chair
148548;91;Wooden Chair
148553;91;Wooden Chair
148558;91;Wooden Chair
148559;91;Wooden Chair
148562;91;Wooden Chair
148564;91;Wooden Chair
148565;91;Wooden Chair
148566;91;Wooden Chair
148568;91;Wooden Chair
148570;91;Wooden Chair
148571;91;Wooden Chair
148584;91;Wooden Chair
148588;91;Wooden Chair
148590;91;Wooden Chair
148592;91;Wooden Chair
148593;91;Wooden Chair
148594;91;Wooden Chair
148595;91;Wooden Chair
148596;91;Wooden Chair
148597;91;Wooden Chair
148598;91;Wooden Chair
148599;91;Wooden Chair
148601;91;Wooden Chair
148602;91;Wooden Chair
148603;91;Wooden Chair
148604;91;Wooden Chair
148607;91;Wooden Chair
148608;91;Wooden Chair
148609;91;Wooden Chair
148610;91;Wooden Chair
148611;91;Wooden Chair
148613;91;Wooden Chair
148614;91;Wooden Chair
148615;91;Wooden Chair
148616;91;Wooden Chair
148617;91;Wooden Chair
148618;91;Wooden Chair
148619;91;Wooden Chair
148620;91;Wooden Chair
148621;91;Wooden Chair
148623;91;Wooden Chair
148624;91;Wooden Chair
148625;91;Wooden Chair
148626;91;Wooden Chair
148627;91;Wooden Chair
148628;91;Wooden Chair
148630;91;Wooden Chair
148631;91;Wooden Chair
148632;91;Wooden Chair
148633;91;Wooden Chair
148634;91;Wooden Chair
148645;91;Wooden Chair
148829;327;Goldshire Guard Post
150139;327;Brill Guard Post
152079;2552;Horde Banner
153191;327;Bloodhoof Guard Post
153192;327;Razor Hill Guard Post
153193;327;Kharanos Guard Post
153219;327;Sen'jin Village Guard Post
153222;327;Crossroads Guard Post
153223;327;Auberdine Guard Post
153224;327;Astranaar Guard Post
153236;327;Sentinel Hill Guard Post
153237;327;Thelsamar Guard Post
153238;327;Sepulcher Guard Post
153452;465;Rune of the Defiler UNUSED
153456;343;Rune of Return UNUSED
153588;327;Wyrmrest Temple Guard Post
160465;2770;Bloodpetal Target
160841;2770;Bloodpetal Target 2
160843;3075;Relic Coffer Door TEST
160854;673;Bench
160855;673;Bench
160856;673;Bench
160857;673;Bench
160858;673;Bench
160859;673;Bench
160860;673;Pew
160861;673;Pew
160862;673;Pew
160863;673;Pew
160864;673;Pew
160865;673;Pew
161512;339;TEST MECHANISM
161558;327;Wyvern Guard Post
164727;327;Torch Target
164782;327;Bunker Waypoint
164841;327;Tarren Mill Guard Post
164878;327;Freewind Post Guard Post
165547;3078;Dark Coffer Door TEST
165548;3077;Secret Safe Door TEST
165579;327;Guard Waypoint
166806;2911;[PH] PX83-Enigmatron
169994;673;Pew
169995;673;Pew
170003;91;Chair
170004;91;Chair
170005;91;Chair
170006;91;Chair
170007;91;Doodad_GeneralMedChair05
170008;91;Chair
170009;91;Chair
170010;91;Chair
170011;91;Chair
170012;91;Chair
170013;91;Chair
170014;91;Chair
170015;91;Chair
170016;91;Chair
170017;91;Chair
170018;91;Chair
170019;91;Chair
170020;91;Doodad_GeneralMedChair18
170021;91;Chair
170022;91;Chair
170023;91;Chair
170024;91;Chair
170025;91;Doodad_GeneralMedChair29
170026;91;Chair
170027;91;Chair
170028;91;Chair
170029;91;Chair
170030;91;Chair
170031;91;Chair
170032;91;Chair
170051;91;Wooden Chair
170052;91;Wooden Chair
170069;39;Wooden Chair
170070;39;Wooden Chair
170071;91;Wooden Chair
170072;91;Wooden Chair
170074;39;Doodad_GeneralChairLoEnd02
170352;39;Chair
171844;39;Doodad_GeneralChairLoEnd02
171924;3272;Franclorn Light Shaft
174681;3371;J.D.'s Work Table
174688;673;Doodad_GeneralChurchPew02
174689;673;Doodad_GeneralChurchPew08
174690;673;Doodad_GeneralChurchPew07
174691;673;Doodad_GeneralChurchPew06
174692;673;Doodad_GeneralChurchPew05
174693;673;Doodad_GeneralChurchPew04
174694;673;Doodad_GeneralChurchPew03
174695;673;Doodad_GeneralChurchPew01
174696;988;Chair
174697;990;Bench
174784;327;Grom'gol Guard Post
174785;327;Stonard Guard Post
174786;327;Kargath Guard Post
174787;327;Brackenwall Village Guard Post
174788;327;Camp Mojache Guard Post
174789;327;Lakeshire Guard Post
174790;327;Darkshire Guard Post
174791;327;Menethil Guard Post
174844;327;Dolanaar Guard Post
174845;327;Rut'theran Village Guard Post
174850;327;Stormwind Guard Post
174851;327;Ironforge Guard Post
174853;327;Thunder Bluff Guard Post
174854;327;Orgrimmar Guard Post
174855;327;Darnassus Guard Post
174856;327;Undercity Guard Post
174928;39;Wooden Chair
174929;39;Wooden Chair
174930;91;Wooden Chair
174931;91;Wooden Chair
174970;39;Wooden Chair
174971;39;Wooden Chair
174972;91;Wooden Chair
174973;91;Wooden Chair
174990;39;Wooden Chair
174991;39;Wooden Chair
174992;91;Wooden Chair
174993;91;Wooden Chair
174999;39;Wooden Chair
175000;39;Doodad_GeneralChairLoEnd02
175031;39;Doodad_GeneralChairLoEnd26
175032;39;Doodad_GeneralChairLoEnd27
175033;91;Doodad_GeneralMedChair01
175034;91;Doodad_GeneralMedChair02
175035;91;Doodad_GeneralMedChair03
175036;91;Doodad_GeneralMedChair04
175037;91;Doodad_GeneralMedChair05
175038;91;Doodad_GeneralMedChair06
175039;91;Doodad_GeneralMedChair07
175040;91;Doodad_GeneralMedChair08
175041;91;Doodad_GeneralMedChair09
175042;91;Doodad_GeneralMedChair12
175043;91;Doodad_GeneralMedChair14
175044;91;Doodad_GeneralMedChair15
175047;39;Doodad_GeneralChairLoEnd38
175048;39;Doodad_GeneralChairLoEnd39
175049;91;Doodad_GeneralMedChair55
175050;91;Doodad_GeneralMedChair56
175051;39;Wooden Chair
175052;39;Wooden Chair
175053;91;Wooden Chair
175054;91;Wooden Chair
175055;91;Wooden Chair
175056;91;Wooden Chair
175057;91;Wooden Chair
175058;91;Wooden Chair
175059;91;Wooden Chair
175060;91;Wooden Chair
175061;91;Wooden Chair
175062;91;Wooden Chair
175063;91;Wooden Chair
175064;91;Wooden Chair
175067;39;Chair
175068;39;Chair
175069;91;Wooden Chair
175070;91;Wooden Chair
175152;3492;Doodad_OnyxiasGate01
175175;1569;Bench
175176;1569;Bench
175303;713;Rekkul's Poisons
175304;707;Shadowswift Brotherhood
175339;3614;Doodad_SmallPortcullis04
175340;3614;Doodad_SmallPortcullis03
175341;3614;Doodad_SmallPortcullis02
175342;3614;Doodad_SmallPortcullis01
175343;3614;Doodad_SmallPortcullis09
175344;3614;Doodad_SmallPortcullis08
175345;3614;Doodad_SmallPortcullis07
175346;3614;Doodad_SmallPortcullis06
175347;3614;Doodad_SmallPortcullis10
175348;3614;Doodad_SmallPortcullis11
175349;3614;Doodad_SmallPortcullis05
175538;327;Spawn Node
175728;3871;The Sundering of the World
175755;558;The Alliance Splinters
175768;327;Hammerfall Guard Post
175769;327;Refuge Pointe Guard Post
175783;327;TreeWayPoint (DND)
175790;327;LazyPeonSleeper
176366;4321;Pet Fish
176585;327;PeasantChopSpot
176593;327;NorthshireLumberPile
177230;327;Davil and Horgus Meet
177282;327;Darrowshire Battle Waypoint
177465;327;Rally Point
177487;327;Darrowshire Bloodletter Waypoint 1
177488;327;Darrowshire Bloodletter Waypoint 2
177489;327;Darrowshire Bloodletter Waypoint 3
177545;327;Booty Bay Guard Post
177546;327;Gadgetzan Guard Post
177547;327;Ratchet Guard Post
177548;327;Everlook Guard Post
177676;4653;Dire Maul Door
177680;298;Gordunni Cobalt Marker
177944;0;Onyxian Whelp Waypoint
178086;327;Moonglade  Guard Post
178305;528;Box o' Squirrels
178344;327;Cave Boss Spawner (DND)
178387;327;Graveyard Mid Ruined Banner Timer (DND)
178392;327;Graveyard Banner Spawner (DND)
178552;5312;Lights, Broken scale 1.10
178555;5264;Lights scale 1.10
178624;5351;Lights
178648;5371;Christmas Tree
178787;36;Alterac Valley Supplies
179168;39;Doodad_GeneralChairLoEnd13
179169;39;Doodad_GeneralChairLoEnd15
179170;39;Doodad_GeneralChairLoEnd24
179171;39;Doodad_GeneralChairLoEnd25
179172;39;Doodad_GeneralChairLoEnd26
179173;39;Doodad_GeneralChairLoEnd27
179174;39;Doodad_GeneralChairLoEnd28
179175;39;Doodad_GeneralChairLoEnd29
179176;39;Doodad_GeneralChairLoEnd30
179177;39;Doodad_GeneralChairLoEnd31
179178;39;Doodad_GeneralChairLoEnd33
179179;39;Doodad_GeneralChairLoEnd34
179180;39;Doodad_GeneralChairLoEnd63
179181;39;Doodad_GeneralChairLoEnd65
179182;39;Doodad_GeneralChairLoEnd82
179183;39;Doodad_GeneralChairLoEnd83
179184;39;Doodad_GeneralChairLoEnd84
179185;39;Doodad_GeneralChairLoEnd85
179186;39;Doodad_GeneralChairLoEnd86
179187;39;Doodad_GeneralChairLoEnd87
179188;39;Doodad_GeneralChairLoEnd89
179189;39;Doodad_GeneralChairLoEnd90
179190;39;Doodad_GeneralChairLoEnd92
179191;39;Doodad_GeneralChairLoEnd93
179192;39;Doodad_GeneralChairLoEnd95
179193;39;Doodad_GeneralChairLoEnd102
179194;39;Doodad_GeneralChairLoEnd103
179195;39;Doodad_GeneralChairLoEnd104
179196;39;Doodad_GeneralChairLoEnd105
179197;39;Doodad_GeneralChairLoEnd106
179198;39;Doodad_GeneralChairLoEnd107
179199;39;Doodad_GeneralChairLoEnd108
179200;39;Doodad_GeneralChairLoEnd109
179201;39;Doodad_GeneralChairLoEnd113
179202;39;Doodad_GeneralChairLoEnd114
179203;39;Doodad_GeneralChairLoEnd115
179204;39;Doodad_GeneralChairLoEnd116
179205;39;Doodad_GeneralChairLoEnd117
179206;39;Doodad_GeneralChairLoEnd118
179207;39;Doodad_GeneralChairLoEnd119
179208;39;Doodad_GeneralChairLoEnd120
179209;39;Doodad_GeneralChairLoEnd121
179210;39;Doodad_GeneralChairLoEnd122
179211;39;Doodad_GeneralChairLoEnd123
179212;39;Doodad_GeneralChairLoEnd124
179213;39;Doodad_GeneralChairLoEnd125
179214;39;Doodad_GeneralChairLoEnd126
179215;39;Doodad_GeneralChairLoEnd127
179216;39;Doodad_GeneralChairLoEnd128
179217;138;Doodad_WestfallChair04
179218;138;Doodad_WestfallChair05
179219;138;Doodad_WestfallChair06
179220;138;Doodad_WestfallChair07
179221;138;Doodad_WestfallChair08
179405;39;Chair
179406;39;Chair
179407;39;Chair
179408;39;Chair
179409;39;Chair
179410;39;Chair
179411;39;Chair
179412;39;Chair
179413;39;Chair
179414;39;Chair
179415;39;Chair
179416;39;Chair
179480;3412;In Case of Emergency, Push Button
179524;327;Generic Target
179678;5752;Ritual Candle Fizzle
179679;5752;Ritual Bell Fizzle
179680;5752;Ritual Book Fizzle
179683;327;Bell Loc (DND)
179684;327;Book Loc (DND)
179685;327;Candle Loc (DND)
179689;327;Peasant Generator
179691;2770;Waypoint001
179692;2770;Waypoint002
179705;1327;Ritual Mob spawn portal
179772;673;Bench
179773;673;Bench
179774;39;Chair
179775;39;Chair
179776;91;Chair
179777;91;Chair
179829;0;Dark Iron Pillow Event Generator
179868;5973;Speed Buff Billboard
179869;5932;Buff 2 Billboard
179870;327;Buff 3 Billboard
179894;327;Revantusk Guard Post
179966;6034;Darkmoon Faire Carnie Tent Small
179971;6035;Elf Crate 01
179974;6037;Orc Barrel 03
180027;22;Coming Soon!
180028;22;Silas Darkmoon - Proprietor
180033;154;Doghouse
180054;4177;Kerri's Weights
180084;327;Circle Waypoint
180586;6454;MetalBarStack02Mithril
180587;6455;MetalBars01Iron
180588;6456;MetalBars01Mithril
180589;6457;MetalBars01Truesilver
180590;6453;MetalBarStack01Copper
180591;6458;MetalBarStack01Iron
180592;6459;MetalBarStack01Truesilver
180593;6460;MetalBarStack02Copper
180594;6461;MetalBars01Copper
180595;6462;MetalBarStack01Mithril
180596;6463;MetalBarStack02Iron
180597;6464;MetalBarStack02Truesilver
180599;6449;CrateHordeFirstAid01
180641;363;Purple aura, short column
180672;4095;Demon Summoning Torch
180697;527;Sparkling Wine
180701;6146;Hay Bale 2
180705;6511;Firework, Show, Type 3 Red
180706;6512;Firework, Show, Type 4 Red
180709;6511;Firework, Show, Type 3,  Red BIG
180710;6512;Firework, Show, Type 4,  Red BIG
180787;5811;AHNQIRAJ_BEAT_BOX
180906;327;Firework object (for facing)
181023;6538;Standing, Post [PH]
181026;6622;Hanging, Short/Squat, Giant [PH]
181028;6623;Floating, Long/Thin [PH]
181070;327;Steamwheedle Guard Post
181114;4712;The Phylactery of Kel'Thuzad
181118;327;Eversong Guard Post
181128;6448;Front Lines Crate
181129;6493;Front Line Bandage Crates
181141;5811;Light's Hope Event Generator
181149;4251;Mummified Troll Fire
181226;327;Zone Controller
181237;4396;Abomination Wing Portal
181244;6703;iCoke Tent
181245;1727;iCoke Keg
181246;581;iCoke Table
181258;327;Ghostlands Guard Post
181289;680;Midsummer Bonfire, Large
181309;327;Thrallmar Guard Post
181364;0;Marker
181497;327;Honor Hold Guard Post
181502;2552;Banner of the Horde
